name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
Moonbeam;2;evocation;-;1 action;-;120 feet;V,S,M;several seed s of any m oon seedplant and a piece of opa lescen t feldspar;1 minutes;-;A silvery bea m of pale light sh in es down in a 5-foot-A silvery bea m of pale light sh in es down in a 5-foot-radius, 40-foot-h igh cylinder cen tered on a poin t withinrange. Until the spell ends, dim light fills the cylinder.W h en a creatu re enters the spells area for the firsttim e on a turn or starts its turn there, it is en gu lfedin gh ostly flam es that ca u se sea rin g pain, and it m ustm ake a Constitution saving throw. It takes 2d10 radiantda m age on a failed save, or h a lf as m u ch da m age on asu ccessfu l one.A sh a pech a n ger m a kes its saving th row withdisadvantage. If it fails, it a lso instantly reverts to itsorigin al form and ca n t assu m e a different form until itleaves the spells light.On each of your turns after you cast this spell, you canu se an action to m ove the bea m 60 feet in any direction .A t H igher L evels. W h en you cast this spell u sin g aspell slot of 3rd level or higher, the da m age in crea ses by1dlO for each slot level above 2nd.
Resistance;0;Abjuration;-;1 action;-;touch;V,S,M;a m iniature cloak;1 minutes;-;You touch on e willin g creature. On ce before the spellYou touch on e willin g creature. On ce before the spellends, the target ca n roll a d4 and add the num berrolled to on e saving th row of its ch oice. It can rollthe die before or after m a kin g the saving throw. Th espell then ends.
Thunderwave;1;evocation;-;1 action;-;self;V,S;-;instant;-;A wave of th u n derou s for ce sw eeps out from you. E achA wave of th u n derou s for ce sw eeps out from you. E achcrea tu re in a 15-foot cu be originatin g from you m ustm ake a Constitution saving throw. On a failed save, acreatu re takes 2d8 thunder da m age and is pu sh ed 10feet away from you. On a su ccessfu l save, the creaturetakes h a lf as m u ch da m age and isnt pushed.In addition, u n secu red objects that are com pletelywithin the area of effect are autom atically pu sh ed 10 feetaway from you by the spells effect, and the spell em its ath u nderou s boom audible out to 300 feet.A t H igher L evels. W h en you cast this spell u sin g aspell slot of 2n d level or higher, the da m age in crea ses by1d8 for each slot level above 1st.
Enthrall;2;enchantment;-;1 action;-;60 feet;V,S;-;1 minutes;-;You weave a distractin g strin g of words, cau sin gYou weave a distractin g strin g of words, cau sin gcrea tu res of you r ch oice that you ca n see within rangeand that can h ear you to m ake a W isdom savingthrow. An y crea tu re that ca n t be ch a rm ed su cceedson this saving th row autom atically, and if you or yourcom pa n ion s are fighting a creatu re, it has advantage onthe save. On a failed save, the target has disadvantageon W isdom (P erception ) ch eck s m a de to perceive anycreatu re oth er than you until the spell en ds or until thetarget ca n n o lon ger h ear you. Th e spell en ds if you arein capacitated or ca n n o lon ger speak.
FreedomofMovement;4;abjuration;-;1 action;-;touch;V,S,M;a leather strap, bou n d arou nd thearm or a sim ilar appendage;1 hour;-;You tou ch a willin g creatu re. F or the duration, theYou tou ch a willin g creatu re. F or the duration, thetargets m ovem en t is u n a ffected by difficult terrain, andspells and oth er m a gica l effects ca n neither redu cethe targets sp eed n or ca u se the target to be paralyzedor restrained.Th e target ca n a lso spen d 5 feet of m ovem en t toautom atically esca pe from n on m a gica l restraints, suchas m a n a cles or a crea tu re that has it grappled. Finally,bein g underwater im poses n o pen alties on the targetsm ovem en t or attacks.
MagicWeapon;2;transmutation;-;1 bonus action;-;touch;V,S;-;1 hour;-;You touch a n on m a gica l wea pon . Until the spell ends,You touch a n on m a gica l wea pon . Until the spell ends,that wea pon becom es a m a gic wea pon with a +1 bon u sto attack rolls and da m age rolls.A t H igher L evels. Wh en you cast this spell u sin g aspell slot of 4th level or higher, the bon u s in crea ses to+2. W h en you u se a spell slot of 6th level or higher, thebon u s in crea ses to +3.
TimeStop;9;transmutation;-;1 action;-;self;V;-;instant;-;You briefly stop the flow of tim e for everyone butYou briefly stop the flow of tim e for everyone butyou rself. N o tim e pa sses for oth er creatu res, wh ile youtake 1d4 + 1 turns in a row, du rin g wh ich you ca n u seaction s and m ove as norm al.Th is spell en ds if on e of the action s you u se duringthis period, or any effects that you create du ring thisperiod, affects a creatu re oth er than you or an objectbein g worn or ca rried by som eon e oth er than you. Inaddition, the spell en ds if you m ove to a pla ce m ore than1,000 feet from the loca tion wh ere you cast it.
ShieldofFaith;1;abjuration;-;1 bonus action;-;60 feet;V,S,M;a sm all parch m en t with a bit ofholy text written on it;concentration;['Duration: Concentration', ' up to 10 m inutes'];A sh im m erin g field appears and su rrou n ds a creatureA sh im m erin g field appears and su rrou n ds a creatureof you r ch oice within range, granting it a +2 bon u s to ACfor the duration.
CommunewithNature;5;divination;True;1 minute;-;self;V,S;-;instant;-;You briefly becom e on e with nature and gain kn owledgeYou briefly becom e on e with nature and gain kn owledgeof the su rrou n din g territory. In the ou tdoors, the spellgives you kn owledge of the land within 3 m iles of you.In ca ves and oth er natural u n dergrou n d settings, theradius is lim ited to 300 feet. Th e spell d oesn t fu n ctionwh ere nature h as been repla ced by con stru ction , su chas in du n geon s and towns.You instantly gain kn owledge of up to th ree facts ofyou r ch oice about any of the followin g su bjects as theyrelate to the area:• terrain and bod ies of water• prevalent plants, m inerals, anim als, or peoples• powerfu l celestials, fey, fiends, elem entals, or undead• in flu ence from oth er planes of existen ce• bu ildin gsF or exam ple, you cou ld determ ine the loca tion ofpowerfu l undead in the area, the location of m ajorsou r ces of safe drin kin g water, and the location of anyn earby town s.
HungerofHadar;3;conjuration;-;1 action;-;150 feet;V,S,M;a pickled octopu s tentacle;1 minutes;-;You open a gateway to the dark between the stars, aYou open a gateway to the dark between the stars, aregion in fested with u n kn own h orrors. A 20-foot-radiu ssph ere of bla ck n ess and bitter cold a ppears, cen teredon a point with ran ge and lasting for the duration. Th isvoid is filled with a ca coph on y of soft w h ispers andslurpin g n oises that ca n be h eard up to 30 feet away. Nolight, m a gica l or oth erwise, ca n illum inate the area, andcrea tu res fully within the area are blinded.Th e void crea tes a warp in the fabric of space, and thearea is difficult terrain. An y crea tu re that starts its turnin the area takes 2d6 cold dam age. An y crea tu re thaten ds its turn in the area m ust su cceed on a Dexteritysaving th row or take 2d6 acid da m age as milky,oth erworldly tentacles rub against it.
GuidingBolt;1;evocation;-;1 action;-;120 feet;V,S;-;1 round;-;A flash of light strea ks toward a crea tu re of you r ch oiceA flash of light strea ks toward a crea tu re of you r ch oicewithin range. Make a ranged spell attack against thetarget. On a hit, the target takes 4d6 radiant dam age,and the next attack roll m a de against this target beforethe end of your next turn h as advantage, thanks to them ystical dim light glittering on the target until then.A t H igher L evels. Wh en you cast this spell u sing aspell slot of 2nd level or higher, the da m age in crea ses by1d6 for each slot level above 1st.
StoneShape;4;transmutation;-;1 action;-;touch;V,S,M;soft clay, wh ich m ust be workedinto roughly the desired sh ape of the stone object;instant;-;You touch a stone object of Mediu m size or sm aller orYou touch a stone object of Mediu m size or sm aller ora section of stone n o m ore than 5 feet in any dim en sionand form it into any sh ape that suits your pu rpose. So,for exam ple, you cou ld sh ape a large r ock into a weapon ,idol, or coffer, or m ake a sm all pa ssa ge th rough a wall,as lon g as the wall is less than 5 feet thick. You cou lda lso sh ape a stone door or its fram e to sea l the doorshut. Th e object you create ca n have up to two h in gesand a latch, but finer m ech a n ica l detail isn t possible.
HallucinatoryTerrain;4;illusion;-;10 minutes;-;300 feet;V,S,M;a stone, a twig, and a bitof green plant;24 hours;-;You m ake natural terrain in a 150-foot cu be in rangeYou m ake natural terrain in a 150-foot cu be in rangelook, sou n d, and sm ell like som e oth er sort of naturalterrain. Thus, open fields or a road ca n be m a de toresem ble a swam p, hill, crevasse, or som e oth er difficultor im passable terrain. A pon d ca n be m ade to seemlike a gra ssy m eadow, a precipice like a gentle slope,or a rock-strewn gully like a wide and sm ooth road.M an ufactured stru ctu res, equipm ent, and creatu reswithin the area arent ch a n ged in appearan ce.Th e tactile ch a ra cteristics of the terrain areu nchan ged, so crea tu res en tering the area are likely tosee th rough the illusion. If the differen ce isn t obviou sby touch, a crea tu re carefully exa m in in g the illusion canattempt an In telligen ce (Investigation) ch eck againstyour spell save DC to disbelieve it. A creatu re wh odiscern s the illusion for what it is, sees it as a vagueim age su perim posed on the terrain.
FindTraps;2;divination;-;1 action;-;120 feet;V,S;-;instant;-;You sen se the pr esen ce of any trap within ran ge thatYou sen se the pr esen ce of any trap within ran ge thatis within line of sight. A trap, for the pu rpose of thisspell, in clu des anything that w ou ld inflict a su dden oru n expected effect you con sider h arm fu l or undesirable,wh ich w a s specifica lly intended as su ch by its creator.Thus, the spell w ou ld sen se an area affected by thealarm spell, a  glyph of warding, or a m ech a n ica l pit trap,but it w ou ld not reveal a natural w ea k n ess in the floor,an u nstable ceilin g, or a h idden sinkh ole.Th is spell m erely reveals that a trap is present. Youdon t learn the location of each trap, but you do learn thegeneral nature of the da n ger posed by a trap you sen se.
PrayerofHealing;2;evocation;-;10 minutes;-;30 feet;V;-;instant;-;Up to six crea tu res of you r ch oice that you ca n seeUp to six crea tu res of you r ch oice that you ca n seewithin ran ge ea ch regain hit poin ts equal to 2d8 + yourspellca stin g ability m odifier. Th is spell has n o effect onu n dea d or con stru cts.At Higher Levels. W h en you cast this spell u sin g aspell slot of 3rd level or higher, the h ealin g in crea ses by1d8 for each slot level above 2nd.
Mislead;5;illusion;-;1 action;-;self;S;-;1 hour;-;You becom e invisible at the sa m e tim e that an illusoryYou becom e invisible at the sa m e tim e that an illusorydou ble of you appears wh ere you are standing. Th edou ble lasts for the duration, but the invisibility en ds ifyou attack or cast a spell.You can u se you r action to m ove you r illu sory dou bleup to twice you r speed and m ake it gesture, speak, andbeh ave in whatever way you ch oose.You ca n see th rough its eyes and h ear th rou gh its earsas if you w ere located wh ere it is. On ea ch of you r turnsas a bon u s action, you ca n switch from u sin g its sen sesto u sing you r own, or ba ck again. W h ile you are u sin g itssen ses, you are blin ded and dea fen ed in regard to yourown su rrou n din gs.
